ID,YEAR_BIRTH,AGE,EDUCATION,MARITAL_STATUS,INCOME,TOTAL_CHILDREN,TOTAL_SPENT,TOTAL_PURCHASES,WEB_VISITS,RECENCY,CAMPAIGN_RESPONSE,DT_CUSTOMER
10673,1976,49,PHD,MARRIED,68397.0,1,1416,21,3,6,0,2013-11-17
5303,1974,51,PHD,TOGETHER,79632.0,0,1113,20,2,42,0,2014-04-08
538,1989,36,GRADUATION,SINGLE,46107.0,1,125,7,3,78,0,2014-02-10
7922,1951,74,PHD,SINGLE,64950.0,1,966,25,7,29,0,2012-08-12
5692,1989,36,BASIC,MARRIED,25443.0,1,32,5,8,82,0,2012-12-22
4843,1952,73,GRADUATION,SINGLE,75127.0,0,833,19,1,92,0,2014-05-22
6383,1971,54,PHD,TOGETHER,32892.0,1,46,8,8,78,0,2014-05-25
1628,1971,54,GRADUATION,TOGETHER,71796.0,0,960,17,4,54,0,2013-10-24
1204,1970,55,PHD,MARRIED,67536.0,1,1829,30,8,45,0,2013-05-22
3673,1971,54,GRADUATION,SINGLE,55239.0,1,779,26,5,59,0,2013-07-14
760,1975,50,PHD,DIVORCED,60554.0,1,811,23,6,8,0,2013-08-09
8957,1952,73,2N CYCLE,SINGLE,64831.0,2,1120,22,6,51,0,2013-06-10
4128,1962,63,PHD,TOGETHER,56067.0,1,725,20,5,51,0,2013-07-20
6810,1983,42,GRADUATION,DIVORCED,82025.0,0,1187,12,1,76,1,2013-05-28
5386,1953,72,GRADUATION,TOGETHER,94384.0,0,2302,18,2,62,1,2013-03-04
8700,1986,39,BASIC,SINGLE,14906.0,0,66,9,7,86,0,2012-12-22
3202,1987,38,PHD,MARRIED,51563.0,0,1250,19,8,60,0,2012-10-01
1328,1982,43,2N CYCLE,MARRIED,57937.0,1,683,20,3,56,0,2014-02-16
8405,1979,46,GRADUATION,DIVORCED,68274.0,2,305,13,3,83,0,2013-09-30
6515,1977,48,GRADUATION,TOGETHER,39771.0,1,50,6,4,92,0,2013-12-06
2882,1975,50,2N CYCLE,DIVORCED,67893.0,1,995,16,8,31,0,2012-10-01
7574,1979,46,PHD,TOGETHER,27922.0,1,41,6,4,80,0,2014-05-10
6387,1976,49,PHD,TOGETHER,52190.0,2,77,9,5,39,0,2014-05-08
5320,1973,52,MASTER,DIVORCED,44051.0,2,171,12,6,20,1,2013-01-29
5048,1971,54,PHD,SINGLE,42767.0,2,131,7,8,53,0,2013-05-11
8146,1976,49,MASTER,TOGETHER,46106.0,2,54,5,6,84,0,2014-05-11
10031,1976,49,PHD,MARRIED,16927.0,2,53,12,8,50,0,2013-02-10
5748,1965,60,GRADUATION,MARRIED,59754.0,1,475,16,5,96,1,2012-12-01
2134,1952,73,GRADUATION,SINGLE,53700.0,1,694,22,5,94,0,2012-08-17
1523,1973,52,GRADUATION,MARRIED,59041.0,2,96,8,5,25,0,2014-05-07
9665,1957,68,PHD,DIVORCED,54237.0,1,361,16,6,48,0,2013-04-27
4640,1967,58,GRADUATION,DIVORCED,70647.0,1,1079,26,2,65,0,2012-09-21
3635,1962,63,PHD,SINGLE,52597.0,1,578,20,5,69,0,2014-05-07
3547,1969,56,MASTER,TOGETHER,41021.0,1,64,7,6,12,1,2012-12-30
2456,1975,50,PHD,MARRIED,40233.0,1,149,13,6,84,0,2013-10-14
5633,1980,45,GRADUATION,MARRIED,50183.0,2,231,17,5,47,0,2014-06-25
7801,1959,66,GRADUATION,TOGETHER,54753.0,1,728,21,4,87,0,2013-09-12
10489,1973,52,GRADUATION,MARRIED,92955.0,0,1778,23,2,35,1,2013-08-19
7011,1973,52,GRADUATION,MARRIED,33471.0,1,93,10,7,47,0,2012-10-12
2620,1974,51,PHD,MARRIED,34596.0,1,23,4,8,48,1,2013-04-13
3933,1980,45,GRADUATION,TOGETHER,44010.0,1,662,24,9,46,0,2012-10-13
10981,1988,37,GRADUATION,MARRIED,84219.0,0,1198,18,1,27,0,2014-02-02
1734,1968,57,PHD,TOGETHER,40706.0,3,81,11,7,37,0,2013-01-17
10995,1988,37,2N CYCLE,MARRIED,15716.0,1,92,10,8,8,0,2012-11-12
6357,1959,66,2N CYCLE,DIVORCED,59052.0,1,491,18,5,29,0,2013-11-17
9209,1971,54,MASTER,TOGETHER,80573.0,0,1564,24,2,85,0,2012-10-14
10286,1962,63,GRADUATION,MARRIED,83715.0,0,926,24,0,2,0,2014-02-03
2611,1959,66,MASTER,TOGETHER,82576.0,0,1910,19,1,66,0,2012-08-01
1600,1965,60,MASTER,MARRIED,56962.0,3,411,21,7,60,0,2013-10-11
3308,1952,73,GRADUATION,MARRIED,35704.0,2,94,9,4,54,0,2014-01-03
5407,1954,71,GRADUATION,TOGETHER,53103.0,1,1085,28,7,70,0,2013-09-12
2166,1960,65,2N CYCLE,WIDOW,46779.0,2,23,4,4,55,0,2013-07-12
3955,1965,60,GRADUATION,DIVORCED,4861.0,0,6,0,14,20,0,2014-06-22
6634,1979,46,MASTER,DIVORCED,33462.0,1,54,6,7,78,0,2013-08-07
3056,1978,47,GRADUATION,DIVORCED,63693.0,1,1150,29,6,63,0,2013-10-14
5718,1950,75,GRADUATION,MARRIED,80763.0,0,1415,23,3,17,1,2013-08-15
6872,1974,51,PHD,MARRIED,65352.0,1,405,16,4,43,0,2013-08-21
8164,1978,47,PHD,MARRIED,82170.0,0,1908,19,2,13,0,2013-11-25
4580,1969,56,GRADUATION,MARRIED,75759.0,0,2486,26,5,46,1,2013-10-25
9305,1976,49,2N CYCLE,SINGLE,79689.0,0,1315,27,2,65,0,2013-05-12
453,1956,69,PHD,WIDOW,35340.0,2,45,7,5,1,0,2014-06-29
8545,1954,71,GRADUATION,DIVORCED,85683.0,0,1789,17,1,6,1,2014-03-21
9850,1972,53,2N CYCLE,MARRIED,24884.0,1,19,4,7,32,0,2012-11-29
7378,1981,44,MASTER,TOGETHER,42021.0,1,573,22,9,34,0,2012-08-31
7646,1989,36,GRADUATION,SINGLE,64449.0,1,805,24,4,70,0,2014-02-18
1640,1954,71,GRADUATION,DIVORCED,64587.0,2,108,8,3,49,0,2014-06-22
5184,1995,30,GRADUATION,SINGLE,34824.0,0,23,4,6,65,0,2014-03-26
8492,1978,47,GRADUATION,TOGETHER,75437.0,0,1493,23,6,25,0,2013-11-09
11188,1957,68,GRADUATION,TOGETHER,26091.0,2,89,9,5,84,0,2014-02-25
1212,1973,52,GRADUATION,MARRIED,52845.0,1,936,25,6,7,0,2013-08-13
9097,1956,69,GRADUATION,DIVORCED,46086.0,1,343,16,4,34,0,2013-11-03
10473,1956,69,PHD,WIDOW,78028.0,1,528,20,7,38,1,2012-09-10
7962,1987,38,PHD,SINGLE,95169.0,0,1901,12,1,1,1,2013-10-09
9984,1981,44,2N CYCLE,MARRIED,56337.0,2,724,22,8,25,1,2013-03-27
5527,1987,38,GRADUATION,TOGETHER,22434.0,1,58,7,8,25,0,2013-02-13
6374,1954,71,PHD,MARRIED,36930.0,1,297,16,8,50,0,2013-05-17
7453,1954,71,GRADUATION,SINGLE,36130.0,1,488,21,4,46,1,2013-02-02
8952,1953,72,MASTER,MARRIED,65569.0,1,859,23,3,96,0,2012-11-05
241,1952,73,GRADUATION,TOGETHER,83844.0,0,1574,20,1,57,0,2013-05-12
8975,1968,57,GRADUATION,MARRIED,19514.0,2,69,10,8,47,0,2014-01-26
6119,1963,62,PHD,SINGLE,36736.0,2,17,4,6,52,0,2013-05-10
5236,1979,46,GRADUATION,TOGETHER,77568.0,1,2194,21,5,30,0,2012-08-25
5723,1976,49,PHD,TOGETHER,49187.0,1,116,8,2,63,0,2014-01-11
1710,1978,47,GRADUATION,SINGLE,30168.0,1,279,18,9,51,0,2013-03-07
1970,1968,57,MASTER,TOGETHER,34053.0,1,103,7,8,14,0,2012-09-10
5313,1971,54,MASTER,MARRIED,38196.0,2,44,9,5,20,0,2014-04-18
10634,1951,74,MASTER,MARRIED,59412.0,0,406,15,3,56,0,2014-04-19
7010,1965,60,2N CYCLE,MARRIED,70924.0,0,1363,20,3,41,0,2014-04-07
8562,1969,56,GRADUATION,TOGETHER,54165.0,0,236,11,2,72,0,2013-05-28
3158,1973,52,GRADUATION,MARRIED,32300.0,1,39,5,8,1,0,2013-01-03
4436,1976,49,GRADUATION,SINGLE,20180.0,0,137,8,7,27,0,2013-02-20
5287,1973,52,GRADUATION,MARRIED,34961.0,1,79,10,7,77,0,2014-06-19
2445,1974,51,PHD,TOGETHER,28440.0,1,63,6,8,87,0,2013-07-07
6059,1953,72,PHD,TOGETHER,64504.0,3,1314,25,7,81,1,2013-03-04
4550,1966,59,MASTER,TOGETHER,33564.0,1,71,6,5,51,0,2014-06-24
4240,1978,47,GRADUATION,MARRIED,17345.0,1,58,7,8,79,0,2012-11-03
8911,1967,58,PHD,MARRIED,56320.0,1,702,21,4,11,0,2013-04-08
3706,1978,47,GRADUATION,SINGLE,28647.0,1,94,7,7,54,1,2013-08-21
3628,1987,38,BASIC,SINGLE,15038.0,1,80,7,9,93,0,2013-01-29
10175,1958,67,PHD,DIVORCED,32173.0,1,22,5,4,0,0,2013-08-01
8985,1964,61,2N CYCLE,TOGETHER,68316.0,1,1211,32,6,54,0,2012-11-04
5204,1971,54,GRADUATION,TOGETHER,74538.0,0,1461,22,3,21,1,2013-06-29
9220,1971,54,GRADUATION,SINGLE,91700.0,0,1968,20,3,58,1,2013-01-17
9888,1969,56,GRADUATION,TOGETHER,68695.0,0,1091,16,2,3,0,2014-06-25
5263,1977,48,2N CYCLE,MARRIED,31056.0,1,55,5,8,99,0,2013-01-22
1020,1973,52,GRADUATION,MARRIED,79593.0,0,1366,19,2,70,0,2014-05-12
9503,1980,45,GRADUATION,SINGLE,28071.0,0,313,13,8,65,0,2012-08-29
10613,1958,67,PHD,TOGETHER,37334.0,2,62,11,4,44,0,2014-02-26
67,1972,53,MASTER,SINGLE,46423.0,2,92,9,7,6,0,2013-09-18
6019,1971,54,PHD,MARRIED,37126.0,1,72,6,6,9,1,2014-03-30
5863,1953,72,GRADUATION,MARRIED,47703.0,1,655,21,5,95,0,2013-05-29
3717,1959,66,GRADUATION,MARRIED,61180.0,1,704,18,3,70,0,2014-04-23
6730,1954,71,GRADUATION,MARRIED,38998.0,2,54,8,8,92,0,2012-11-03
10749,1991,34,GRADUATION,SINGLE,8028.0,0,178,16,19,62,0,2012-09-18
4998,1962,63,GRADUATION,TOGETHER,76081.0,0,1033,14,2,85,0,2014-05-23
6287,1986,39,GRADUATION,TOGETHER,34728.0,1,36,5,6,2,1,2013-07-30
5985,1965,60,MASTER,SINGLE,33168.0,1,122,10,7,0,0,2012-10-13
4754,1966,59,MASTER,MARRIED,33585.0,1,122,7,4,91,0,2013-09-25
4002,1960,65,PHD,MARRIED,77037.0,1,1123,27,3,3,0,2013-10-13
8870,1984,41,GRADUATION,TOGETHER,35196.0,1,497,18,8,68,1,2012-11-13
966,1966,59,GRADUATION,MARRIED,44529.0,1,691,25,5,98,0,2013-07-05
4767,1965,60,2N CYCLE,MARRIED,70924.0,0,1363,20,3,41,0,2014-04-07
9725,1966,59,PHD,TOGETHER,28764.0,2,12,4,8,16,0,2014-06-05
4475,1949,76,PHD,MARRIED,69098.0,0,2440,25,5,82,0,2013-02-16
5740,1970,55,2N CYCLE,DIVORCED,25959.0,2,56,7,6,1,1,2013-02-14
5731,1983,42,MASTER,MARRIED,27100.0,1,37,5,7,64,0,2013-04-05
7290,1985,40,GRADUATION,SINGLE,70596.0,0,968,21,2,68,0,2012-10-05
3846,1974,51,GRADUATION,MARRIED,42557.0,1,270,15,8,98,0,2012-08-29
8104,1951,74,PHD,MARRIED,53312.0,0,278,12,7,32,0,2013-08-09
4507,1952,73,GRADUATION,SINGLE,72228.0,0,1250,22,3,87,0,2012-11-27
11013,1987,38,GRADUATION,TOGETHER,67605.0,0,938,17,1,84,0,2013-03-31
4491,1949,76,MASTER,MARRIED,62845.0,2,1178,28,8,3,0,2012-10-01
3759,1958,67,GRADUATION,TOGETHER,65196.0,2,1155,26,5,34,0,2013-07-25
1162,1987,38,PHD,SINGLE,42000.0,0,653,20,5,23,1,2013-01-10
2055,1973,52,PHD,DIVORCED,35860.0,2,49,6,5,37,0,2014-05-19
10766,1964,61,PHD,MARRIED,65526.0,1,506,17,2,22,0,2014-04-11
4415,1961,64,GRADUATION,MARRIED,16860.0,2,38,8,7,19,0,2012-09-12
3005,1992,33,GRADUATION,SINGLE,83528.0,0,1650,23,1,7,1,2014-05-01
2223,1965,60,2N CYCLE,DIVORCED,64176.0,1,1826,33,6,52,0,2012-08-03
4817,1956,69,GRADUATION,DIVORCED,22304.0,0,18,4,8,91,0,2012-08-04
2875,1978,47,GRADUATION,MARRIED,67023.0,0,906,24,2,93,0,2014-03-04
10536,1971,54,PHD,TOGETHER,32892.0,1,46,8,8,78,0,2014-05-25
11112,1966,59,GRADUATION,TOGETHER,70713.0,1,1477,25,3,23,0,2012-12-03
3807,1955,70,GRADUATION,TOGETHER,59925.0,1,766,23,6,83,0,2012-11-30
9197,1953,72,GRADUATION,MARRIED,39722.0,1,47,7,5,92,0,2014-02-24
10832,1958,67,GRADUATION,TOGETHER,46610.0,0,467,14,6,4,0,2013-07-18
6421,1961,64,GRADUATION,TOGETHER,88347.0,0,2116,21,1,32,0,2013-07-03
4207,1981,44,PHD,MARRIED,87171.0,0,1298,25,2,27,0,2013-05-01
577,1976,49,2N CYCLE,TOGETHER,26907.0,2,22,6,7,10,0,2013-08-20
10855,1968,57,MASTER,SINGLE,50014.0,1,396,15,5,9,0,2014-01-22
3081,1978,47,PHD,MARRIED,41014.0,1,20,4,7,65,0,2013-04-22
3535,1965,60,GRADUATION,SINGLE,66294.0,0,967,13,2,68,0,2014-03-17
247,1971,54,GRADUATION,MARRIED,36715.0,1,357,19,9,16,1,2012-11-17
8707,1956,69,GRADUATION,MARRIED,79456.0,0,1401,16,3,12,1,2012-08-22
9523,1982,43,GRADUATION,TOGETHER,40479.0,1,15,4,4,95,0,2013-08-17
6072,1970,55,MASTER,SINGLE,75345.0,0,2087,20,3,16,1,2013-02-02
6295,1977,48,GRADUATION,MARRIED,54233.0,1,981,26,8,46,0,2013-02-04
10914,1970,55,GRADUATION,SINGLE,24163.0,2,17,6,4,3,0,2013-10-12
1509,1958,67,PHD,TOGETHER,84460.0,0,523,22,5,80,1,2013-01-04
5577,1983,42,GRADUATION,TOGETHER,43776.0,1,23,4,6,77,0,2014-05-03
7348,1958,67,PHD,SINGLE,71691.0,0,1192,17,2,0,1,2014-03-17
1127,1973,52,PHD,MARRIED,85844.0,0,1958,20,2,62,0,2014-05-29
1833,1974,51,PHD,SINGLE,39190.0,1,133,9,5,91,0,2014-04-26
4944,1959,66,GRADUATION,TOGETHER,71367.0,0,777,17,2,24,0,2013-08-23
9080,1972,53,PHD,SINGLE,38578.0,2,73,9,8,2,0,2013-06-22
6466,1965,60,PHD,MARRIED,57236.0,2,121,10,3,22,0,2014-03-12
9964,1979,46,GRADUATION,SINGLE,61825.0,1,424,15,4,56,0,2013-08-07
4790,1958,67,GRADUATION,DIVORCED,79803.0,1,868,13,1,54,0,2014-06-02
10245,1986,39,2N CYCLE,SINGLE,80910.0,0,756,15,1,71,0,2012-10-31
1109,1982,43,MASTER,TOGETHER,27590.0,1,12,4,7,38,0,2013-04-23
6001,1979,46,GRADUATION,MARRIED,56775.0,1,937,25,5,62,0,2013-01-02
5538,1975,50,GRADUATION,DIVORCED,83829.0,0,1862,17,1,78,1,2013-10-08
10552,1979,46,2N CYCLE,MARRIED,54210.0,1,367,14,5,18,0,2013-05-20
1545,1986,39,GRADUATION,MARRIED,38508.0,1,443,20,8,95,0,2013-08-02
7409,1970,55,GRADUATION,TOGETHER,53187.0,1,267,13,5,66,0,2013-10-26
4444,1972,53,GRADUATION,MARRIED,30023.0,1,61,6,8,28,0,2014-03-24
146,1960,65,PHD,SINGLE,76045.0,0,1323,21,2,78,0,2013-11-15
6271,1952,73,PHD,MARRIED,50870.0,1,63,6,5,13,0,2014-06-19
10065,1970,55,2N CYCLE,MARRIED,15315.0,0,64,8,5,27,0,2013-08-03
4741,1974,51,2N CYCLE,MARRIED,65463.0,1,562,19,5,17,0,2014-01-30
246,1965,60,GRADUATION,MARRIED,66480.0,2,312,19,4,71,0,2014-05-31
375,1954,71,GRADUATION,DIVORCED,76773.0,0,1156,16,1,79,0,2013-02-25
1524,1983,42,2N CYCLE,SINGLE,81698.0,0,1104,16,5,1,1,2013-03-01
10022,1973,52,PHD,SINGLE,54466.0,2,16,4,5,78,0,2014-02-09
7451,1960,65,MASTER,SINGLE,98777.0,0,2008,19,1,23,0,2014-02-17
11010,1984,41,PHD,SINGLE,16269.0,1,44,9,8,75,0,2013-08-30
4356,1971,54,GRADUATION,TOGETHER,71819.0,1,1574,14,6,70,0,2013-08-28
3885,1983,42,PHD,MARRIED,33569.0,1,63,5,8,10,1,2013-10-16
1175,1983,42,MASTER,MARRIED,36262.0,0,426,12,6,24,1,2013-09-20
880,1966,59,BASIC,TOGETHER,22634.0,0,96,6,8,47,0,2013-01-16
2320,1978,47,2N CYCLE,MARRIED,47025.0,1,635,23,9,98,0,2013-09-12
850,1968,57,GRADUATION,SINGLE,70566.0,1,757,22,3,4,0,2013-10-06
4713,1979,46,PHD,MARRIED,31605.0,1,125,9,7,15,0,2012-11-22
675,1973,52,MASTER,DIVORCED,52034.0,2,332,16,7,67,0,2013-05-17
5025,1979,46,GRADUATION,SINGLE,48526.0,1,135,8,3,32,0,2013-12-24
2308,1954,71,GRADUATION,MARRIED,46734.0,1,330,14,7,40,0,2012-11-18
5995,1962,63,GRADUATION,DIVORCED,39552.0,2,384,20,8,54,1,2012-12-18
6749,1966,59,GRADUATION,SINGLE,86358.0,2,1722,18,8,78,0,2012-08-08
1010,1977,48,GRADUATION,TOGETHER,46931.0,3,78,7,3,94,0,2014-04-24
8977,1985,40,BASIC,SINGLE,16581.0,0,24,4,4,51,0,2013-01-12
4756,1952,73,2N CYCLE,DIVORCED,63998.0,0,1168,25,4,42,1,2013-12-20
3412,1951,74,MASTER,MARRIED,67381.0,1,957,17,7,67,0,2013-01-15
606,1967,58,GRADUATION,SINGLE,25930.0,2,15,4,7,87,0,2013-10-10
5961,1978,47,GRADUATION,MARRIED,42693.0,1,57,5,5,29,0,2014-06-07
2975,1976,49,GRADUATION,TOGETHER,85606.0,1,1956,24,3,89,0,2012-11-12
2894,1985,40,GRADUATION,SINGLE,72903.0,0,2013,21,4,74,1,2013-10-29
7613,1974,51,2N CYCLE,TOGETHER,49669.0,1,326,14,6,97,0,2014-05-24
10542,1968,57,PHD,MARRIED,36778.0,2,77,9,9,63,0,2012-08-05
8015,1962,63,PHD,DIVORCED,85696.0,0,1313,20,1,88,1,2013-05-03
10617,1989,36,MASTER,DIVORCED,10979.0,0,30,8,5,34,0,2014-05-22
11166,1961,64,GRADUATION,MARRIED,49678.0,1,315,14,7,81,0,2013-02-02
849,1953,72,MASTER,TOGETHER,56129.0,1,660,22,4,65,0,2013-06-20
523,1989,36,GRADUATION,MARRIED,37155.0,1,74,7,5,51,0,2013-01-31
4066,1978,47,2N CYCLE,DIVORCED,21282.0,1,46,7,6,76,0,2014-05-11
8414,1962,63,PHD,SINGLE,33419.0,1,86,8,7,76,0,2013-08-17
819,1945,80,GRADUATION,WIDOW,63285.0,0,1103,25,3,84,0,2013-11-05
4961,1974,51,MASTER,TOGETHER,21255.0,1,61,11,4,56,0,2014-01-21
749,1981,44,GRADUATION,TOGETHER,42162.0,1,145,9,6,31,1,2013-11-19
5430,1956,69,GRADUATION,TOGETHER,54450.0,2,684,31,8,0,0,2012-09-14
7755,1954,71,PHD,MARRIED,57744.0,1,411,16,8,91,0,2013-11-12
10525,1986,39,GRADUATION,SINGLE,26576.0,1,27,4,9,40,1,2012-10-13
1453,1943,82,PHD,WIDOW,57513.0,0,1060,27,6,59,0,2013-07-06
8310,1964,61,GRADUATION,TOGETHER,68142.0,1,1459,24,6,96,0,2012-08-29
10710,1979,46,GRADUATION,MARRIED,7500.0,1,18,4,8,61,0,2012-08-29
5031,1974,51,GRADUATION,TOGETHER,83145.0,0,1833,26,2,14,1,2012-09-22
2613,1960,65,MASTER,MARRIED,54197.0,1,237,12,1,16,0,2014-04-03
213,1963,62,PHD,SINGLE,23091.0,2,48,10,7,98,0,2014-05-28
967,1976,49,GRADUATION,MARRIED,46049.0,2,515,26,7,11,1,2013-07-21
1077,1974,51,GRADUATION,TOGETHER,56715.0,0,1020,15,4,52,0,2012-12-05
7959,1961,64,GRADUATION,MARRIED,79410.0,0,1370,11,1,19,0,2014-05-29
640,1951,74,GRADUATION,MARRIED,57304.0,1,1026,25,5,61,0,2013-03-11
4252,1965,60,GRADUATION,MARRIED,44375.0,1,301,12,5,73,0,2014-03-23
8432,1956,69,GRADUATION,TOGETHER,54450.0,2,684,31,8,0,0,2012-09-14
6218,1965,60,GRADUATION,MARRIED,59594.0,1,499,17,7,74,0,2012-10-20
6905,1994,31,GRADUATION,TOGETHER,80685.0,0,1004,21,2,55,0,2012-08-22
5922,1974,51,PHD,MARRIED,40344.0,1,218,12,7,48,0,2013-10-13
3598,1972,53,GRADUATION,MARRIED,62710.0,1,606,22,4,53,0,2013-05-23
6116,1968,57,2N CYCLE,MARRIED,48985.0,1,75,6,3,13,0,2013-07-05
6263,1968,57,GRADUATION,TOGETHER,35322.0,3,106,9,8,34,0,2012-08-22
10486,1948,77,GRADUATION,MARRIED,77142.0,0,990,17,2,54,0,2013-05-29
2410,1969,56,GRADUATION,SINGLE,81657.0,0,1097,16,1,69,0,2014-01-22
193,1996,29,BASIC,MARRIED,14421.0,0,16,4,5,81,0,2014-02-17
3363,1974,51,2N CYCLE,MARRIED,20130.0,0,34,5,8,99,0,2014-03-17
8278,1990,35,PHD,MARRIED,74214.0,0,1711,16,5,3,0,2012-08-26
10660,1957,68,MASTER,MARRIED,66726.0,2,438,17,7,61,0,2014-01-12
8686,1979,46,BASIC,TOGETHER,23724.0,1,75,7,8,65,0,2013-01-08
1604,1960,65,MASTER,MARRIED,47353.0,1,225,13,5,93,0,2013-11-13
5907,1952,73,MASTER,MARRIED,33444.0,2,18,4,8,24,0,2012-11-03
10669,1981,44,GRADUATION,MARRIED,54386.0,1,470,17,3,8,0,2013-05-17
2918,1981,44,GRADUATION,DIVORCED,28510.0,2,91,9,5,72,0,2013-04-13
5735,1991,34,MASTER,SINGLE,90638.0,0,2525,18,1,29,0,2014-02-13
359,1950,75,GRADUATION,TOGETHER,48070.0,1,504,19,7,33,0,2013-01-13
8387,1957,68,GRADUATION,MARRIED,43140.0,1,235,11,6,68,0,2013-01-05
1829,1961,64,PHD,DIVORCED,54959.0,1,1232,21,7,55,1,2013-01-19
3839,1958,67,BASIC,SINGLE,15056.0,2,88,12,5,76,0,2013-05-03
9392,1971,54,GRADUATION,SINGLE,26954.0,1,17,4,7,17,0,2014-05-08
2292,1985,40,GRADUATION,SINGLE,22327.0,1,24,5,5,94,0,2013-08-02
10466,1965,60,GRADUATION,MARRIED,44393.0,2,60,7,4,86,0,2013-08-22
9855,1952,73,PHD,SINGLE,62000.0,1,1020,26,4,25,0,2013-08-25
4088,1962,63,PHD,TOGETHER,31497.0,1,155,10,8,22,0,2012-12-06
5231,1974,51,2N CYCLE,MARRIED,45894.0,2,51,5,5,15,0,2014-02-27
590,1970,55,MASTER,DIVORCED,78579.0,0,1812,16,3,35,1,2012-12-22
8732,1969,56,MASTER,WIDOW,67369.0,1,1461,25,4,81,1,2012-11-17
2315,1960,65,GRADUATION,DIVORCED,58401.0,1,96,6,4,55,0,2014-04-20
3515,1952,73,GRADUATION,SINGLE,62307.0,1,160,9,5,94,0,2014-02-17
2245,1969,56,MASTER,MARRIED,43641.0,2,139,10,6,50,0,2013-04-22
6283,1968,57,MASTER,DIVORCED,63841.0,1,908,22,6,64,0,2013-04-21
2246,1965,60,2N CYCLE,MARRIED,46891.0,1,183,8,4,91,0,2013-09-01
6606,1969,56,MASTER,MARRIED,70091.0,1,1161,19,8,11,0,2013-03-31
5545,1972,53,PHD,MARRIED,78075.0,0,988,14,1,72,0,2014-04-05
7342,1961,64,2N CYCLE,WIDOW,59184.0,1,1072,27,5,6,0,2012-09-09
837,1977,48,GRADUATION,MARRIED,54809.0,2,174,12,4,0,0,2013-09-11
9500,1959,66,GRADUATION,MARRIED,58113.0,1,758,22,7,66,0,2013-01-25
3602,1958,67,MASTER,MARRIED,51412.0,1,195,11,4,42,0,2013-12-31
234,1979,46,GRADUATION,DIVORCED,15287.0,1,31,6,7,60,1,2012-10-10
2995,1957,68,MASTER,TOGETHER,66636.0,0,1084,17,1,64,0,2013-08-17
1118,1956,69,MASTER,MARRIED,50965.0,1,685,22,8,87,0,2013-02-20
7789,1965,60,PHD,MARRIED,84618.0,0,1672,26,2,96,0,2013-11-22
3068,1990,35,GRADUATION,MARRIED,18351.0,0,43,6,7,1,0,2013-10-29
8955,1957,68,PHD,TOGETHER,40451.0,2,49,5,5,54,0,2014-02-16
945,1965,60,GRADUATION,TOGETHER,36317.0,1,133,9,7,53,0,2013-05-22
5644,1957,68,GRADUATION,TOGETHER,42213.0,1,363,15,7,96,0,2013-10-12
7192,1955,70,GRADUATION,TOGETHER,65748.0,1,545,18,1,58,0,2013-04-15
2324,1972,53,GRADUATION,TOGETHER,77044.0,1,1065,31,4,12,0,2013-10-27
697,1969,56,GRADUATION,TOGETHER,74918.0,0,2047,21,3,78,0,2013-03-12
3439,1972,53,GRADUATION,MARRIED,56721.0,2,296,15,6,64,0,2012-10-31
1506,1975,50,GRADUATION,SINGLE,42160.0,2,140,11,6,26,1,2013-06-28
232,1965,60,GRADUATION,SINGLE,61559.0,1,530,17,3,8,0,2013-07-17
8876,1963,62,PHD,TOGETHER,33629.0,2,152,13,9,49,0,2012-08-08
4500,1991,34,PHD,TOGETHER,68682.0,0,1598,24,2,56,0,2013-10-06
9739,1963,62,GRADUATION,SINGLE,34377.0,1,114,8,7,55,0,2013-01-19
10395,1986,39,BASIC,SINGLE,8940.0,1,101,10,8,25,0,2012-08-22
1176,1973,52,GRADUATION,MARRIED,26228.0,1,25,4,8,50,0,2013-09-22
1627,1957,68,2N CYCLE,DIVORCED,77297.0,0,789,22,4,84,0,2013-01-26
938,1981,44,GRADUATION,MARRIED,40211.0,2,87,7,8,30,0,2013-07-30
2740,1958,67,PHD,WIDOW,33438.0,2,90,11,5,81,0,2013-09-22
257,1959,66,PHD,MARRIED,75032.0,1,1215,20,3,74,0,2013-04-28
4058,1955,70,PHD,SINGLE,61284.0,0,811,22,6,76,0,2013-10-12
7736,1986,39,GRADUATION,MARRIED,22518.0,1,61,7,5,36,1,2012-10-22
8210,1975,50,MASTER,MARRIED,54730.0,1,405,18,4,64,0,2013-08-15
833,1955,70,MASTER,MARRIED,38452.0,2,72,9,7,62,0,2014-03-30
6230,1971,54,GRADUATION,DIVORCED,44421.0,2,189,14,8,53,0,2013-02-15
7325,1986,39,PHD,TOGETHER,38197.0,1,40,5,5,86,0,2013-06-29
1307,1978,47,GRADUATION,DIVORCED,41986.0,1,63,10,4,15,0,2014-02-09
1502,1983,42,GRADUATION,TOGETHER,28427.0,1,52,7,8,67,0,2013-03-21
6211,1976,49,PHD,TOGETHER,37395.0,1,39,5,6,47,0,2014-05-02
843,1971,54,GRADUATION,MARRIED,64722.0,1,805,25,6,47,0,2014-05-26
4174,1956,69,MASTER,TOGETHER,55249.0,1,130,8,3,81,0,2014-04-17
9757,1972,53,GRADUATION,TOGETHER,84906.0,0,1631,24,2,98,0,2013-10-04
6918,1989,36,GRADUATION,MARRIED,28691.0,1,34,5,8,56,0,2013-07-04
286,1952,73,GRADUATION,SINGLE,44213.0,2,152,12,6,48,0,2013-11-29
